product_id,product_handle,product_title,product_status,sales_channel_ids,product_type,variant_count,first_variant_id,first_variant_title,first_variant_sku,first_variant_price_set_id,first_variant_usd_amount,first_variant_calculated_currency,first_variant_calculated_amount,inventory_available,storefront_visible,primary_classification,secondary_flags,frontend_included
prod_01KW1ECW8TGFYJMNMV1NDF1RT7,e-book-gardening-1782460084480-mqumpnh2,E-Book Gardening 1782460084480,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1ECW9SKM0VPQBFPSXBGKCS,Digital Download,DIGITAL-1782460084502,pset_01KW1ECWACZQSZMDH8BE79HX2Q,2499,usd,2499,true,true,visibleWithValidUsdPrice,,true
prod_01KW1ECWD7YBQVQJKN1Q2CZY9T,empty-file-1782460084625-mqumpnkw,Empty File 1782460084625,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1ECWDX1HNB8T3K58SG9C5W,Digital Download,DIGITAL-1782460084640,pset_01KW1ECWE818XATRTFCW1BS8JA,500,usd,500,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1EJC8ZKS0WR0KN883CGQA8,e-book-gardening-1782460264701-mqumtijf,E-Book Gardening 1782460264701,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EJC9VS51Y9ZJZADMD4YCR,Digital Download,DIGITAL-1782460264731,pset_01KW1EJCABW2DM8F67FYTT55YB,2499,usd,2499,true,true,visibleWithValidUsdPrice,,true
prod_01KW1EJCF2XZQGH3DDYWG8EBQW,cad-only-1782460264907-mqumtiot,CAD-Only 1782460264907,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EJCG4JQN437Y6ZM7N3TCH,Digital Download,DIGITAL-1782460264925,pset_01KW1EJCGJATGPGZSSJDH2FX2N,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KW1EJCJN58DM4ZHMHQE267VN,usd-only-1782460265026-mqumtis1,USD-Only 1782460265026,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EJCKFF1S0EP2ZCTFFBQNJ,Digital Download,DIGITAL-1782460265041,pset_01KW1EJCKSCCZRN4DEPM65QMNY,1450,usd,1450,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1EJCNM7TK49E7TKA60VTHC,empty-file-1782460265127-mqumtiuo,Empty File 1782460265127,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EJCP1SXBJ4K71R3050VRH,Digital Download,DIGITAL-1782460265136,pset_01KW1EJCPAT2DP42G77MNNTX21,500,usd,500,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1EP9GVF1VAK1ZQ44HHR4W8,e-book-gardening-1782460392951-mqumw9hu,E-Book Gardening 1782460392951,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EP9JSQPZCPCQ3PZK1A1F6,Digital Download,DIGITAL-1782460392980,pset_01KW1EP9KQ3Y8SAXSZ13VXXTNW,2499,usd,2499,true,true,visibleWithValidUsdPrice,,true
prod_01KW1EP9QW8QGBDZZ9Y30DBVSZ,cad-only-1782460393194-mqumw9o9,CAD-Only 1782460393194,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EP9RWPPB3SB8E8GNZMN30,Digital Download,DIGITAL-1782460393210,pset_01KW1EP9SFBZFC0JD5QT1E9JNG,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KW1EP9W7SQZB996ZV3HJC9NX,usd-only-1782460393333-mqumw9s3,USD-Only 1782460393333,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EP9X76KCJ2MTY9PNAK081,Digital Download,DIGITAL-1782460393347,pset_01KW1EP9XRRVE4DAHB2Y51GE88,1450,usd,1450,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1EP9ZQCAGS8TN035AZGK7Q,empty-file-1782460393451-mqumw9v8,Empty File 1782460393451,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EPA048N2MR3Z95G0JE5C0,Digital Download,DIGITAL-1782460393460,pset_01KW1EPA0EJVPHC7W0CMK16F23,500,usd,500,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1EYP5CCFDDB2Z81R8HQ3VE,e-book-gardening-1782460668053-mqun25rc,E-Book Gardening 1782460668053,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EYP6Y9X6CXHN5FAEDYKZ5,Digital Download,DIGITAL-1782460668072,pset_01KW1EYP7EN6WEGTN6D8NTAQ7A,2499,usd,2499,true,true,visibleWithValidUsdPrice,,true
prod_01KW1EYPBAY3JCH8A9K6YHBQJP,cad-only-1782460668244-mqun25wm,CAD-Only 1782460668244,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EYPC56TGZDNJVS8N2DZ8A,Digital Download,DIGITAL-1782460668262,pset_01KW1EYPCQFXXM7GN5TJD32P3W,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KW1EYPEBZ45Q74GCD6HTD0RZ,usd-only-1782460668350-mqun25zc,USD-Only 1782460668350,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EYPEV6SS324ESV386FAMQ,Digital Download,DIGITAL-1782460668360,pset_01KW1EYPF5SYPT3CSCM52D6CDE,1450,usd,1450,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1EYPH6720Z27HHRNM1GX73,empty-file-1782460668442-mqun261v,Empty File 1782460668442,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1EYPHJ3V67JXKEG4G2N6V6,Digital Download,DIGITAL-1782460668451,pset_01KW1EYPHVGAHEN6S8SH6K91Z1,500,usd,500,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KW1F8RMWZKTTK52HN4FGZECF,browser-test-e-book,Browser Test E-Book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KW1F8RSX1ZC03K0F9PFNAWVS,Default variant,,pset_01KW1F8RVGVT618NEVKZNMZY1C,19.99,usd,19.99,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KWHRE9CY4M3RS6QETG5HFW6K,e-book-mr3ome75,e book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWHRE9KW4BY4VGZVJ9RYDR04,Digital Download,DIGITAL-1783007487373,,,,,true,true,missingPriceSet,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWHSBEPFGTCBKNAQACQYZHJR,master-class-notes-mr3p6vni,master class notes,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWHSBERK2DJ0DNPQR3NYZ9BY,Digital Download,DIGITAL-1783008443073,pset_01KWHSBESF05398JKAEBE01ZPD,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWHT1K6NX18YED89NZPCEPD2,master-class-book-mr3pmfgr,master class book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWHT1K91GCQTENK2204MYG41,Digital Download,DIGITAL-1783009168591,pset_01KWHT1K9V27W1HADDJED0MWJ6,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWHV6ZPSQJ28CN6X8T3JE4BA,anaana-mr3qcouf,anaana,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWHV6ZRNCK5WTHEX10JPM6FZ,Digital Download,DIGITAL-1783010393804,pset_01KWHV6ZSDT7CVH9HRBXSBGZRV,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWHZ0X6CHGKHYZH4Z1A6XHT8,master-class-of-chatgpt-mr3sqbi6,master class of chatgpt,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWHZ0X8N97ZVTCZBK0BGHJF8,Digital Download,DIGITAL-1783014388928,pset_01KWHZ0X9C4RHJQJCN9MV46MHX,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWHZN4Q2FW2Z78K1SG8SGD4E,abcd-mr3t4j4n,abcd,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWHZN4S3PZZGADF85XSCYAG4,Digital Download,DIGITAL-1783015051996,pset_01KWHZN4SZCVBF7CVTNYGT5218,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWJ0NRWG4CAMH6V1RF25FB3X,kdksks-mr3trg5b,kdksks,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWJ0NRYQB2W72NVMCCT49KGK,Digital Download,DIGITAL-1783016121219,pset_01KWJ0NRZTV2ZE75BYHPZQ8B21,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWKT73XY65C9GCJMBAKBQ1R5,imp-notes-mr4toom5,imp notes,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,0,,,,,,,,false,true,missingVariants,,false
prod_01KWKVPT51K2TP2M0K8WZ19GSS,ssff-mr4um6j0,ssff,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWKVPT86GTB2DBN1DBT1HN95,Digital Download,DIGITAL-MR4UM6J0,pset_01KWKVPTAE37MNKE3GE4NX10P0,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWKX6X6KE1YKP1ZJDZ4BJP5J,most-imp-mr4vjyjx,most imp,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWKX6XG4V9J70MYG89BQFCCK,Digital Download,DIGITAL-MR4VJYJX,,,,,true,true,missingPriceSet,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWM6SE3GN26GA2RTTC1KW6SM,most-imp-mr51j8tf,most imp,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,0,,,,,,,,false,true,missingVariants,,false
prod_01KWM7P1BTZPR2T6V6KN7DNAZ9,hacker-dock-mr523bze,hacker dock,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWM7P1ET83TD8E61VZAPA2C2,Digital Download,DIGITAL-MR523BZE,,,,,true,true,missingPriceSet,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWM8ZK4J5N85XC0FA72RSKV3,medusa-doc-mr52winr,medusa doc,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWM8ZK7M0N53K4XHBKP2BG5X,Digital Download,DIGITAL-MR52WINR,,,,,true,true,missingPriceSet,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWM9YN6TNEY78DPM0JAQ5ZY7,codex-digital-upload-verification-mr53ic40,Codex Digital Upload Verification,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWM9YN9Z155T8HNJQ96YBQHZ,Digital Download,DIGITAL-MR53IC40,,,,,true,true,missingPriceSet,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWMAM00WTB7B5P6AJ799RYTC,codex-digital-upload-verification-mr53xbma,Codex Digital Upload Verification,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWMAM042JP42Y1AX94QRR9V7,Digital Download,DIGITAL-MR53XBMA,pset_01KWMAM053GY6ZH4XSX9MCTMQ1,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWMDFGBBCVK7DC7K1JZCMTJM,abcdefg-mr55plcv,abcdefg,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWMDFGDF085SGFC0E8A8CAF4,Digital Download,DIGITAL-MR55PLCV,pset_01KWMDFGE7D09HCMW5QZK7Z5WV,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWMFJENJQ0CADDKAPZ142MZA,organic-book-mr570m1x,organic book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWMFJES8MX8JS58Q6MB35Q1G,Digital Download,DIGITAL-MR570M1X,pset_01KWMFJETWA6FKDBFASJ0MVKZX,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWNTYHP4K6NRYXGCT9FY4SYG,prince-product-mr5y3ika,prince product,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWNTYHSJSMRRQVD3MRJ2T4AT,Digital Download,DIGITAL-MR5Y3IKA,pset_01KWNTYHTPN2SJ1B0103MDCYMW,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWPGEG8JVGK9TJFMK9KAQNZP,new-test-mr6biosp,new test,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWPGEGD1VE1E8RCPSSZHGCCR,Digital Download,DIGITAL-MR6BIOSP,pset_01KWPGEGEABFY10MD3TTX9BG5Y,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWPX4HF4YXN4SF1ANB8AJNHD,e-book-gardening-1783180182970-mr6jfv15,E-Book Gardening 1783180182970,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWPX4HJTNC65C6YKW8PB33HC,Digital Download,DIGITAL-MR6JFV15,pset_01KWPX4HKTHG4N5KXX8QFNAGAA,2499,usd,2499,true,true,visibleWithValidUsdPrice,,true
prod_01KWPXVTWMG9C90F0WCQGWAPFT,first-product-mr6jw808,first product,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWPXVTYE8QNG3R2AMFXZ9BQ0,Digital Download,DIGITAL-MR6JW808,pset_01KWPXVTZ5TXPTHERVJR6PR1D2,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWPYVVN6WMB545K1QD48G368,first-product-mr6kipp4,first product,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWPYVVQ4P3AQX6MV1D529JFC,Digital Download,DIGITAL-MR6KIPP4,pset_01KWPYVVQVCSQ4BNR3YSS26CED,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWPZ751172E2TJGVJD9KNTKA,1-st-product-mr6kqn8a,1 st product,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWPZ751Z4X6NS0CQGPY3YS9N,Digital Download,DIGITAL-MR6KQN8A,pset_01KWPZ752CCKX89N542N0P5GVM,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,e2e-digital-book-1783183369763-mr6lc5zt,E2E Digital Book 1783183369763,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ05SNWQJ2V5Y0RGBTDWR2A,Digital Download,DIGITAL-MR6LC5ZT,,,,,true,false,missingPriceSet,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ06JCFSANEP04YXDND06BW,e2e-digital-book-1783183395158-mr6lcpl2,E2E Digital Book 1783183395158,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ06JEV2WDJ465Q4G6H70HX,Digital Download,DIGITAL-MR6LCPL2,,,,,true,false,missingPriceSet,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ08JHXBV4P7PMB7SXVDXAZ,e2e-digital-book-1783183460882-mr6le4af,E2E Digital Book 1783183460882,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ08JKGSYB0K690PSTC3TN3,Digital Download,DIGITAL-MR6LE4AF,pset_01KWQ08JMD2M250X4N22AEFEBF,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ0DK5AXAQ4T3FBW1HF6XSM,e2e-digital-book-1783183625341-mr6lhn6l,E2E Digital Book 1783183625341,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ0DK6K6H6SFK0140PP1WEJ,Digital Download,DIGITAL-MR6LHN6L,pset_01KWQ0DK778PS806QB9FRM9V4R,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ0EW4FSVV6DB8ZXQ0MP0X4,e2e-digital-book-1783183667294-mr6lijk4,E2E Digital Book 1783183667294,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ0EW6QHKYG9VJGED0AWW6E,Digital Download,DIGITAL-MR6LIJK4,pset_01KWQ0EW7TT0CBVPXJFVF5G4T1,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ0FGWAANHBB3HHJT0K5MYK,e2e-digital-book-1783183688543-mr6lizyb,E2E Digital Book 1783183688543,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ0FGY17EH6H97SZMQST22V,Digital Download,DIGITAL-MR6LIZYB,pset_01KWQ0FGYT3DXKEX786H9KFSH4,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ0QFX7S61WFT27SVRE6RMK,first-e-book-mr6lolgc,First E Book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ0QFYM01DK8EHXM9ADFW3B,Digital Download,DIGITAL-MR6LOLGC,pset_01KWQ0QFZ4MPRB90V2S68ZFVSF,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ19X3DAJNED5GYSJFW1Y2M,e2e-digital-book-1783184553026-mr6m1izr,E2E Digital Book 1783184553026,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ19X5RGXHQ5HA22TEG3H9Y,Digital Download,DIGITAL-MR6M1IZR,pset_01KWQ19X6WTGZC5N0E46VK73Q4,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ1BJ50SDZETZMF4PD7QPV1,e2e-digital-book-1783184607341-mr6m2owp,E2E Digital Book 1783184607341,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ1BJ77T14ZJRW8ETNH7VC4,Digital Download,DIGITAL-MR6M2OWP,pset_01KWQ1BJ840X6NN92WW24H2X4F,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ1CWBRAVZFZ759ZEBJ6W8K,e2e-digital-book-1783184650573-mr6m3m9e,E2E Digital Book 1783184650573,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ1CWDAMKYPYS8SJ5X8K4PT,Digital Download,DIGITAL-MR6M3M9E,pset_01KWQ1CWDYK5GGEA7991Y4JNB2,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ1EK1W6P2NWMMY6JHBD1ZV,e2e-digital-book-1783184706575-mr6m4th1,E2E Digital Book 1783184706575,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ1EK3EB6FCTZK7SM8GXJPE,Digital Download,DIGITAL-MR6M4TH1,pset_01KWQ1EK48TQSZAAADYRA943SP,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ1KPJ353283BZV8W23TE03,2nd-book-mr6m8enl,2nd book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ1KPM3PSW0M8R6VD1SR9G1,Digital Download,DIGITAL-MR6M8ENL,pset_01KWQ1KPMNBEPFYQMH8X9ZFVDC,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ1NW3DSVAZ40HWKGZ3G8ZG,3rd-book-mr6m9xlw,3rd book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ1NW4DCTQZMDVYQJSSJ1PN,Digital Download,DIGITAL-MR6M9XLW,pset_01KWQ1NW4W80JEFA635WTT19ZZ,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ204DYY6BNP9GCKJBYH4WN,e2e-digital-book-1783185281422-mr6mh512,E2E Digital Book 1783185281422,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ204H8V6V6C1QEVSEA0YFD,Digital Download,DIGITAL-MR6MH512,pset_01KWQ204J34WDX53DDZXSQP6HP,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ21E19635QBYB02ZAF884S,e2e-digital-book-1783185324049-mr6mi1wl,E2E Digital Book 1783185324049,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ21E1ZPCTH0HKKP6VFG5FZ,Digital Download,DIGITAL-MR6MI1WL,pset_01KWQ21E2G96001F5YZRMNEN8M,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ33JKCZM29X376W8YPMYX5,kmdcdlka-mr6n615p,kmdcdlka,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ33JNZJQKPXJQBG9YD9TA3,Digital Download,DIGITAL-MR6N615P,pset_01KWQ33JPXTJR0BJXQMF62851P,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ3W56M656QFHSAJVVAFQ7S,e2e-digital-book-1783187248294-mr6nnaoe,E2E Digital Book 1783187248294,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ3W58XT816QN4YCJ6PF06K,Digital Download,DIGITAL-MR6NNAOE,pset_01KWQ3W59J15GFMBQ72FKJGG0Z,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ48V3QXBHNKJ3WW92VXHPB,open-ebbbok-mr6nw7e2,open ebbbok,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ48V5KTFPFVGKB8H7PD2S4,Digital Download,DIGITAL-MR6NW7E2,pset_01KWQ48V67RYB66YFJP8VQ4298,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWQ57CSJQ1VBVF7BTTYSEDRY,physics-book-mr6ohnvo,physics book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWQ57CVG1FJEREF9QRNT7T47,Digital Download,DIGITAL-MR6OHNVO,pset_01KWQ57CX7W20NFEZNWDETNP5V,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,price-final-test-1783233059658-mr7ex71z,Price Final Test 1783233059658,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWRFJ73R0GTW4SYH780Y9VMY,Digital Download,DIGITAL-MR7EX71Z,pset_01KWRFJ752XS5G99JKCAE7PWFP,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWRFJYDVH2E01NAXMZ1BC03X,price-final-test-1783233083614-mr7expka,Price Final Test 1783233083614,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWRFJYF9BDR9FPY1HPQ8MPHN,Digital Download,DIGITAL-MR7EXPKA,pset_01KWRFJYG1NNF5TA9SQ4ZG3R2Z,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWRFKBNRBHMEG53DJ52DC9J5,price-final-test-1783233097213-mr7ey01e,Price Final Test 1783233097213,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWRFKBPZ6ZP38X9D9RB070V3,Digital Download,DIGITAL-MR7EY01E,pset_01KWRFKBQH67XKD2XH1BMVMRPB,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWRFMJF9850QWX9Y40BD0K9S,price-final-test-1783233136935-mr7eyuoy,Price Final Test 1783233136935,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWRFMJG30M9AZ7S6PVYNP91W,Digital Download,DIGITAL-MR7EYUOY,pset_01KWRFMJGJNY2M64N12BDWC1B1,,,,true,false,storefrontClassificationExcluded,storefront_test_or_debug|first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
prod_01KWRHFTGWT5PPPV6PDDKGM3AJ,currency-test-digital-book-1783235078447-mr7g4gsz,Currency Test Digital Book 1783235078447,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWRHFTJZB5XNQH3E5MMDR8DM,Default,DIGITAL-MR7G4GSZ,pset_01KWRHFTKYW9R5NRGSTRR3D2HW,1000,usd,1000,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KWRHGVF51RH6HYB0H5DJ69PJ,currency-test-digital-book-1783235112181-mr7g56u6,Currency Test Digital Book 1783235112181,published,sc_01KVJF9HK0YY92JES8P7VPZN12,Digital Product,1,variant_01KWRHGVHFHT2S9M8WQPNFP706,Default,DIGITAL-MR7G56U6,pset_01KWRHGVK4HG111MPFCH9KPB00,1000,usd,1000,true,false,storefrontClassificationExcluded,storefront_test_or_debug,false
prod_01KWW0QKYEEXVQEKWXXME70BSX,organic-oil-20260706205845-mr9dkmgn,ORGANIC OIL 20260706205845,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,1,variant_01KWW0QM4SQPZ5RZKAFAFGETBZ,Standard,OIL-20260706205845,pset_01KWW0QM7EVDNG13EAR9J4126N,,,,true,true,missingUsdAmount,first_variant_missing_usd_amount|first_variant_missing_valid_usd_calculated_price,false
