product_id,title,handle,status,sales_channel_membership,variant_ids,cad_price,usd_price,created_at,updated_at,likely_test_product,duplicate_group,recommended_action,approved_action
prod_01KW1ECWD7YBQVQJKN1Q2CZY9T,Empty File 1782460084625,empty-file-1782460084625-mqumpnkw,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1ECWDX1HNB8T3K58SG9C5W,,500,Fri Jun 26 2026 13:18:04 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:18:04 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,empty-file,remove from sales channel,
prod_01KW1EJC8ZKS0WR0KN883CGQA8,E-Book Gardening 1782460264701,e-book-gardening-1782460264701-mqumtijf,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EJC9VS51Y9ZJZADMD4YCR,1999,2499,Fri Jun 26 2026 13:21:04 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:21:04 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e-book-gardening,remove from sales channel,
prod_01KW1EJCF2XZQGH3DDYWG8EBQW,CAD-Only 1782460264907,cad-only-1782460264907-mqumtiot,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EJCG4JQN437Y6ZM7N3TCH,950,,Fri Jun 26 2026 13:21:04 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:21:04 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,cad-only,remove from sales channel,
prod_01KW1EJCJN58DM4ZHMHQE267VN,USD-Only 1782460265026,usd-only-1782460265026-mqumtis1,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EJCKFF1S0EP2ZCTFFBQNJ,,1450,Fri Jun 26 2026 13:21:05 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:21:05 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,usd-only,remove from sales channel,
prod_01KW1EJCNM7TK49E7TKA60VTHC,Empty File 1782460265127,empty-file-1782460265127-mqumtiuo,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EJCP1SXBJ4K71R3050VRH,,500,Fri Jun 26 2026 13:21:05 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:21:05 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,empty-file,remove from sales channel,
prod_01KW1EP9GVF1VAK1ZQ44HHR4W8,E-Book Gardening 1782460392951,e-book-gardening-1782460392951-mqumw9hu,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EP9JSQPZCPCQ3PZK1A1F6,1999,2499,Fri Jun 26 2026 13:23:12 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:23:12 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e-book-gardening,remove from sales channel,
prod_01KW1EP9QW8QGBDZZ9Y30DBVSZ,CAD-Only 1782460393194,cad-only-1782460393194-mqumw9o9,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EP9RWPPB3SB8E8GNZMN30,950,,Fri Jun 26 2026 13:23:13 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:23:13 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,cad-only,remove from sales channel,
prod_01KW1EP9W7SQZB996ZV3HJC9NX,USD-Only 1782460393333,usd-only-1782460393333-mqumw9s3,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EP9X76KCJ2MTY9PNAK081,,1450,Fri Jun 26 2026 13:23:13 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:23:13 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,usd-only,remove from sales channel,
prod_01KW1EP9ZQCAGS8TN035AZGK7Q,Empty File 1782460393451,empty-file-1782460393451-mqumw9v8,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EPA048N2MR3Z95G0JE5C0,,500,Fri Jun 26 2026 13:23:13 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:23:13 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,empty-file,remove from sales channel,
prod_01KW1EYP5CCFDDB2Z81R8HQ3VE,E-Book Gardening 1782460668053,e-book-gardening-1782460668053-mqun25rc,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EYP6Y9X6CXHN5FAEDYKZ5,1999,2499,Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e-book-gardening,remove from sales channel,
prod_01KW1EYPBAY3JCH8A9K6YHBQJP,CAD-Only 1782460668244,cad-only-1782460668244-mqun25wm,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EYPC56TGZDNJVS8N2DZ8A,950,,Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,cad-only,remove from sales channel,
prod_01KW1EYPEBZ45Q74GCD6HTD0RZ,USD-Only 1782460668350,usd-only-1782460668350-mqun25zc,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EYPEV6SS324ESV386FAMQ,,1450,Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,usd-only,remove from sales channel,
prod_01KW1EYPH6720Z27HHRNM1GX73,Empty File 1782460668442,empty-file-1782460668442-mqun261v,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1EYPHJ3V67JXKEG4G2N6V6,,500,Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:27:48 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,empty-file,remove from sales channel,
prod_01KW1F8RMWZKTTK52HN4FGZECF,Browser Test E-Book,browser-test-e-book,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KW1F8RSX1ZC03K0F9PFNAWVS,14.99,19.99,Fri Jun 26 2026 13:33:18 GMT+0530 (India Standard Time),Fri Jun 26 2026 13:33:18 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,,remove from sales channel,
prod_01KWHRE9CY4M3RS6QETG5HFW6K,e book,e-book-mr3ome75,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWHRE9KW4BY4VGZVJ9RYDR04,,,Thu Jul 02 2026 21:21:27 GMT+0530 (India Standard Time),Thu Jul 02 2026 21:21:27 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,,remove from sales channel,
prod_01KWHSBEPFGTCBKNAQACQYZHJR,master class notes,master-class-notes-mr3p6vni,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWHSBERK2DJ0DNPQR3NYZ9BY,1700,,Thu Jul 02 2026 21:37:23 GMT+0530 (India Standard Time),Thu Jul 02 2026 21:37:23 GMT+0530 (India Standard Time),yes: DIGITAL_PRODUCTION; Legitimate digital storefront product.,,remove from sales channel,
prod_01KWHT1K6NX18YED89NZPCEPD2,master class book,master-class-book-mr3pmfgr,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWHT1K91GCQTENK2204MYG41,999,,Thu Jul 02 2026 21:49:28 GMT+0530 (India Standard Time),Thu Jul 02 2026 21:49:28 GMT+0530 (India Standard Time),yes: DIGITAL_PRODUCTION; Legitimate digital storefront product.,,remove from sales channel,
prod_01KWHV6ZPSQJ28CN6X8T3JE4BA,anaana,anaana-mr3qcouf,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWHV6ZRNCK5WTHEX10JPM6FZ,196,,Thu Jul 02 2026 22:09:53 GMT+0530 (India Standard Time),Thu Jul 02 2026 22:09:53 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,,remove from sales channel,
prod_01KWHZ0X6CHGKHYZH4Z1A6XHT8,master class of chatgpt,master-class-of-chatgpt-mr3sqbi6,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWHZ0X8N97ZVTCZBK0BGHJF8,900,,Thu Jul 02 2026 23:16:28 GMT+0530 (India Standard Time),Thu Jul 02 2026 23:16:28 GMT+0530 (India Standard Time),yes: DIGITAL_PRODUCTION; Legitimate digital storefront product.,,remove from sales channel,
prod_01KWHZN4Q2FW2Z78K1SG8SGD4E,abcd,abcd-mr3t4j4n,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWHZN4S3PZZGADF85XSCYAG4,9897,,Thu Jul 02 2026 23:27:32 GMT+0530 (India Standard Time),Thu Jul 02 2026 23:27:32 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,,remove from sales channel,
prod_01KWJ0NRWG4CAMH6V1RF25FB3X,kdksks,kdksks-mr3trg5b,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWJ0NRYQB2W72NVMCCT49KGK,23395,,Thu Jul 02 2026 23:45:21 GMT+0530 (India Standard Time),Thu Jul 02 2026 23:45:21 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWKT73XY65C9GCJMBAKBQ1R5,imp notes,imp-notes-mr4toom5,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,,,Fri Jul 03 2026 16:30:58 GMT+0530 (India Standard Time),Fri Jul 03 2026 16:30:58 GMT+0530 (India Standard Time),yes: TEST_DATA; Digital product appears to be test/debug upload.,,remove from sales channel,
prod_01KWKVPT51K2TP2M0K8WZ19GSS,ssff,ssff-mr4um6j0,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWKVPT86GTB2DBN1DBT1HN95,9000,,Fri Jul 03 2026 16:57:01 GMT+0530 (India Standard Time),Fri Jul 03 2026 16:57:01 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWKX6X6KE1YKP1ZJDZ4BJP5J,most imp,most-imp-mr4vjyjx,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWKX6XG4V9J70MYG89BQFCCK,,,Fri Jul 03 2026 17:23:17 GMT+0530 (India Standard Time),Fri Jul 03 2026 17:23:17 GMT+0530 (India Standard Time),yes: TEST_DATA; Digital product appears to be test/debug upload.,most-imp,remove from sales channel,
prod_01KWM6SE3GN26GA2RTTC1KW6SM,most imp,most-imp-mr51j8tf,published,sc_01KVJF9HK0YY92JES8P7VPZN12,,,,Fri Jul 03 2026 20:10:41 GMT+0530 (India Standard Time),Fri Jul 03 2026 20:10:41 GMT+0530 (India Standard Time),yes: TEST_DATA; Digital product appears to be test/debug upload.,most-imp,remove from sales channel,
prod_01KWM7P1BTZPR2T6V6KN7DNAZ9,hacker dock,hacker-dock-mr523bze,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWM7P1ET83TD8E61VZAPA2C2,,,Fri Jul 03 2026 20:26:18 GMT+0530 (India Standard Time),Fri Jul 03 2026 20:26:18 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWM8ZK4J5N85XC0FA72RSKV3,medusa doc,medusa-doc-mr52winr,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWM8ZK7M0N53K4XHBKP2BG5X,,,Fri Jul 03 2026 20:49:00 GMT+0530 (India Standard Time),Fri Jul 03 2026 20:49:00 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWM9YN6TNEY78DPM0JAQ5ZY7,Codex Digital Upload Verification,codex-digital-upload-verification-mr53ic40,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWM9YN9Z155T8HNJQ96YBQHZ,,,Fri Jul 03 2026 21:05:58 GMT+0530 (India Standard Time),Fri Jul 03 2026 21:05:58 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,codex-digital-upload-verification,remove from sales channel,
prod_01KWMAM00WTB7B5P6AJ799RYTC,Codex Digital Upload Verification,codex-digital-upload-verification-mr53xbma,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWMAM042JP42Y1AX94QRR9V7,2000,,Fri Jul 03 2026 21:17:37 GMT+0530 (India Standard Time),Fri Jul 03 2026 21:17:37 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,codex-digital-upload-verification,remove from sales channel,
prod_01KWMDFGBBCVK7DC7K1JZCMTJM,abcdefg,abcdefg-mr55plcv,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWMDFGDF085SGFC0E8A8CAF4,2900,,Fri Jul 03 2026 22:07:36 GMT+0530 (India Standard Time),Fri Jul 03 2026 22:07:36 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWMFJENJQ0CADDKAPZ142MZA,organic book,organic-book-mr570m1x,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWMFJES8MX8JS58Q6MB35Q1G,4995,,Fri Jul 03 2026 22:44:09 GMT+0530 (India Standard Time),Fri Jul 03 2026 22:44:09 GMT+0530 (India Standard Time),yes: DIGITAL_PRODUCTION; Legitimate digital storefront product.,,remove from sales channel,
prod_01KWNTYHP4K6NRYXGCT9FY4SYG,prince product,prince-product-mr5y3ika,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWNTYHSJSMRRQVD3MRJ2T4AT,2899,,Sat Jul 04 2026 11:22:15 GMT+0530 (India Standard Time),Sat Jul 04 2026 11:22:15 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWPGEG8JVGK9TJFMK9KAQNZP,new test,new-test-mr6biosp,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWPGEGD1VE1E8RCPSSZHGCCR,500,,Sat Jul 04 2026 17:37:57 GMT+0530 (India Standard Time),Sat Jul 04 2026 17:37:57 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,,remove from sales channel,
prod_01KWPTVQB38AHNAFD3P8BACJTJ,Verification E-Book,verification-e-book,published,,variant_01KWPTVQB33CSNZQ2S45127T3W,,,Sat Jul 04 2026 20:39:56 GMT+0530 (India Standard Time),Sat Jul 04 2026 20:39:56 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,,remove from sales channel,
prod_01KWPX4HF4YXN4SF1ANB8AJNHD,E-Book Gardening 1783180182970,e-book-gardening-1783180182970-mr6jfv15,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWPX4HJTNC65C6YKW8PB33HC,1999,2499,Sat Jul 04 2026 21:19:43 GMT+0530 (India Standard Time),Sat Jul 04 2026 21:19:43 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e-book-gardening,remove from sales channel,
prod_01KWPXVTWMG9C90F0WCQGWAPFT,first product,first-product-mr6jw808,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWPXVTYE8QNG3R2AMFXZ9BQ0,8900,,Sat Jul 04 2026 21:32:26 GMT+0530 (India Standard Time),Sat Jul 04 2026 21:32:26 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,first-product,remove from sales channel,
prod_01KWPYVVN6WMB545K1QD48G368,first product,first-product-mr6kipp4,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWPYVVQ4P3AQX6MV1D529JFC,5897,,Sat Jul 04 2026 21:49:55 GMT+0530 (India Standard Time),Sat Jul 04 2026 21:49:55 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,first-product,remove from sales channel,
prod_01KWPZ751172E2TJGVJD9KNTKA,1 st product,1-st-product-mr6kqn8a,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWPZ751Z4X6NS0CQGPY3YS9N,6000,,Sat Jul 04 2026 21:56:05 GMT+0530 (India Standard Time),Sat Jul 04 2026 21:56:05 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,E2E Digital Book 1783183369763,e2e-digital-book-1783183369763-mr6lc5zt,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ05SNWQJ2V5Y0RGBTDWR2A,,,Sat Jul 04 2026 22:12:49 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:12:49 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ06JCFSANEP04YXDND06BW,E2E Digital Book 1783183395158,e2e-digital-book-1783183395158-mr6lcpl2,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ06JEV2WDJ465Q4G6H70HX,,,Sat Jul 04 2026 22:13:15 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:13:15 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ08JHXBV4P7PMB7SXVDXAZ,E2E Digital Book 1783183460882,e2e-digital-book-1783183460882-mr6le4af,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ08JKGSYB0K690PSTC3TN3,999,,Sat Jul 04 2026 22:14:20 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:14:20 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ0DK5AXAQ4T3FBW1HF6XSM,E2E Digital Book 1783183625341,e2e-digital-book-1783183625341-mr6lhn6l,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ0DK6K6H6SFK0140PP1WEJ,999,,Sat Jul 04 2026 22:17:05 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:17:05 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ0EW4FSVV6DB8ZXQ0MP0X4,E2E Digital Book 1783183667294,e2e-digital-book-1783183667294-mr6lijk4,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ0EW6QHKYG9VJGED0AWW6E,999,,Sat Jul 04 2026 22:17:47 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:17:47 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ0FGWAANHBB3HHJT0K5MYK,E2E Digital Book 1783183688543,e2e-digital-book-1783183688543-mr6lizyb,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ0FGY17EH6H97SZMQST22V,999,,Sat Jul 04 2026 22:18:08 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:18:08 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ0QFX7S61WFT27SVRE6RMK,First E Book,first-e-book-mr6lolgc,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ0QFYM01DK8EHXM9ADFW3B,8898,,Sat Jul 04 2026 22:22:29 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:22:29 GMT+0530 (India Standard Time),yes: INVALID_DATA; Product has empty file markers or placeholder titles.,,remove from sales channel,
prod_01KWQ19X3DAJNED5GYSJFW1Y2M,E2E Digital Book 1783184553026,e2e-digital-book-1783184553026-mr6m1izr,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ19X5RGXHQ5HA22TEG3H9Y,999,,Sat Jul 04 2026 22:32:33 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:32:33 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ1BJ50SDZETZMF4PD7QPV1,E2E Digital Book 1783184607341,e2e-digital-book-1783184607341-mr6m2owp,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ1BJ77T14ZJRW8ETNH7VC4,999,,Sat Jul 04 2026 22:33:27 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:33:27 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ1CWBRAVZFZ759ZEBJ6W8K,E2E Digital Book 1783184650573,e2e-digital-book-1783184650573-mr6m3m9e,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ1CWDAMKYPYS8SJ5X8K4PT,999,,Sat Jul 04 2026 22:34:10 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:34:10 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ1EK1W6P2NWMMY6JHBD1ZV,E2E Digital Book 1783184706575,e2e-digital-book-1783184706575-mr6m4th1,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ1EK3EB6FCTZK7SM8GXJPE,999,,Sat Jul 04 2026 22:35:06 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:35:06 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ1KPJ353283BZV8W23TE03,2nd book,2nd-book-mr6m8enl,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ1KPM3PSW0M8R6VD1SR9G1,9000,,Sat Jul 04 2026 22:37:54 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:37:54 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWQ1NW3DSVAZ40HWKGZ3G8ZG,3rd book,3rd-book-mr6m9xlw,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ1NW4DCTQZMDVYQJSSJ1PN,1998,,Sat Jul 04 2026 22:39:05 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:39:05 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWQ204DYY6BNP9GCKJBYH4WN,E2E Digital Book 1783185281422,e2e-digital-book-1783185281422-mr6mh512,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ204H8V6V6C1QEVSEA0YFD,99900,,Sat Jul 04 2026 22:44:41 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:44:41 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ21E19635QBYB02ZAF884S,E2E Digital Book 1783185324049,e2e-digital-book-1783185324049-mr6mi1wl,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ21E1ZPCTH0HKKP6VFG5FZ,999,,Sat Jul 04 2026 22:45:24 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:45:24 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ33JKCZM29X376W8YPMYX5,kmdcdlka,kmdcdlka-mr6n615p,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ33JNZJQKPXJQBG9YD9TA3,779400,,Sat Jul 04 2026 23:04:02 GMT+0530 (India Standard Time),Sat Jul 04 2026 23:04:02 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWQ3W56M656QFHSAJVVAFQ7S,E2E Digital Book 1783187248294,e2e-digital-book-1783187248294-mr6nnaoe,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ3W58XT816QN4YCJ6PF06K,7800,,Sat Jul 04 2026 23:17:28 GMT+0530 (India Standard Time),Sat Jul 04 2026 23:17:28 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,e2e-digital-book,remove from sales channel,
prod_01KWQ48V3QXBHNKJ3WW92VXHPB,open ebbbok,open-ebbbok-mr6nw7e2,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ48V5KTFPFVGKB8H7PD2S4,8694,,Sat Jul 04 2026 23:24:23 GMT+0530 (India Standard Time),Sat Jul 04 2026 23:24:23 GMT+0530 (India Standard Time),yes: DEBUG_DATA; Title indicates temporary developer debug data.,,remove from sales channel,
prod_01KWQ57CSJQ1VBVF7BTTYSEDRY,physics book,physics-book-mr6ohnvo,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWQ57CVG1FJEREF9QRNT7T47,9000,,Sat Jul 04 2026 23:41:05 GMT+0530 (India Standard Time),Sat Jul 04 2026 23:41:05 GMT+0530 (India Standard Time),yes: DIGITAL_PRODUCTION; Legitimate digital storefront product.,,remove from sales channel,
prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,Price Final Test 1783233059658,price-final-test-1783233059658-mr7ex71z,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWRFJ73R0GTW4SYH780Y9VMY,7800,,Sun Jul 05 2026 12:00:59 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:00:59 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,price-final-test,remove from sales channel,
prod_01KWRFJYDVH2E01NAXMZ1BC03X,Price Final Test 1783233083614,price-final-test-1783233083614-mr7expka,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWRFJYF9BDR9FPY1HPQ8MPHN,7800,,Sun Jul 05 2026 12:01:23 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:01:23 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,price-final-test,remove from sales channel,
prod_01KWRFKBNRBHMEG53DJ52DC9J5,Price Final Test 1783233097213,price-final-test-1783233097213-mr7ey01e,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWRFKBPZ6ZP38X9D9RB070V3,7800,,Sun Jul 05 2026 12:01:37 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:01:37 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,price-final-test,remove from sales channel,
prod_01KWRFMJF9850QWX9Y40BD0K9S,Price Final Test 1783233136935,price-final-test-1783233136935-mr7eyuoy,published,sc_01KVJF9HK0YY92JES8P7VPZN12,variant_01KWRFMJG30M9AZ7S6PVYNP91W,7800,,Sun Jul 05 2026 12:02:17 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:02:17 GMT+0530 (India Standard Time),yes: TEST_DATA; Product was generated during automated E2E tests or QA smoke tests.,price-final-test,remove from sales channel,
