product_id,product_title,product_status,product_type,variant_id,variant_title,sku,existing_barcode,existing_ean,existing_upc,inventory_item_id,pos_sales_channel_linked,classification,suggested_internal_barcode,approved_action,approved_barcode,notes
"prod_01KWQ48V3QXBHNKJ3WW92VXHPB","open ebbbok","published","Digital Product","variant_01KWQ48V5KTFPFVGKB8H7PD2S4","Digital Download","DIGITAL-MR6NW7E2","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB71XDNGFJN01RH3C2G1M","Organic Apples","published","","variant_01KVSFB75GZJ4N0B9SY6BXDTZC","Standard","EATSIE-ORGANIC-APPLES","","","","iitem_01KVSFB7672TYVZNVRY306DPWS","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWMFJENJQ0CADDKAPZ142MZA","organic book","published","Digital Product","variant_01KWMFJES8MX8JS58Q6MB35Q1G","Digital Download","DIGITAL-MR570M1X","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB7KH3MAADTC8FXDNB7K9","Organic Carrots","published","","variant_01KVSFB7M7DJ2NQP1MRFC161ZP","Standard","EATSIE-ORGANIC-CARROTS","","","","iitem_01KVSFB7MF3W607DYGF8DQWKVT","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB8NSZ67XN9G17BJJ1W38","Organic Cookies","published","","variant_01KVSFB8PAKFQGF5B8VM9DCSFJ","Standard","EATSIE-ORGANIC-COOKIES","","","","iitem_01KVSFB8PJBE5CESE24MEPJJGR","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB82HYD8N48WG7XQGKWBW","Organic Milk","published","","variant_01KVSFB83K91ZD462YSQSFPK8C","Standard","EATSIE-ORGANIC-MILK","","","","iitem_01KVSFB841CPBEH86T1VHT0XXA","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWW11N9K4XYTK17K7DKTSBX0","Organic OIL","published","","variant_01KWW11NCJY9SGGGPJ5D7WB4FR","Standard","VENDOR-mr9drod7-1","9999999","","","iitem_01KWW11NDBX4VWXP5YHDM7F11M","true","BARCODE_PRESENT","","","",""
"prod_01KWW0QKYEEXVQEKWXXME70BSX","ORGANIC OIL 20260706205845","published","","variant_01KWW0QM4SQPZ5RZKAFAFGETBZ","Standard","OIL-20260706205845","BC20260706205845","","","iitem_01KWW0QM5TYD4F1R0N2C5G6TJP","true","BARCODE_PRESENT","","","",""
"prod_01KVSFB7Z7ZARK3KPZCNNGCFN8","Organic Potatoes","published","","variant_01KVSFB80MDTP8T8R6Z7GB0CQN","Standard","EATSIE-ORGANIC-POTATOES","","","","iitem_01KVSFB81134Y78313SG2HMGYN","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB8CFN04MJA0CDQ8Y3QZX","Paneer Block","published","","variant_01KVSFB8D6X5V3ZFD2N7NXRYY5","Standard","EATSIE-PANEER-BLOCK","","","","iitem_01KVSFB8DC9ADQK2A8VGYTJVJN","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSZH979HQY5NNJS0BCC8Y7Q","papaya","published","","variant_01KVSZH9M19J7GWF1M8TV5D5ZZ","Standard","VENDOR-mqqhlb5x-1","","","","iitem_01KVSZH9P0T96B48QCCFG0PVVN","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSPT0255E9PQS0FJZ94MPSR","Papaya","published","","variant_01KVSPT08VCN1E9D4CYYGQBG3Q","Standard","PAPAYA-VERIFY","","","","iitem_01KVSPT09QQHE7DHWSTDVMYA7J","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSQ48867BV7ZNMYB7CFZX75","Papaya Final a90dd3","published","","variant_01KVSQ48EZAJH0KY9XVS2ZZ7BA","Standard","PAPAYA-FINAL-04c9","","","","iitem_01KVSQ48GCHDSD59KZFP49MBST","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSQ9RMC9VY464EF61WVPZE2","Papaya Link 1a8db7","published","","variant_01KVSQ9RXKQWZBH7AK4VK7PTSV","Standard","PAPAYA-LINK-638d","","","","iitem_01KVSQ9RZ3X01YC6MJMXYFYZ9M","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSQZ00MWS1S3T7FYJJC0VXK","Papaya Link Array b9f928","published","","variant_01KVSQZ04ZZ120JMVMPCQ0PYQJ","Standard","PAPAYA-ARRAY-dbca","","","","iitem_01KVSQZ05HREH1D0WXBBC7AVWN","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSPZAPBTBRDSZHTRVCYXW6Z","Papaya Pack 2015cd","published","","variant_01KVSPZAW0S335JX2KXGD7NEQJ","Large","PAP-L-ea15","","","","iitem_01KVSPZAWQJADDX00Z6WDQTDPA","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSPZAPBTBRDSZHTRVCYXW6Z","Papaya Pack 2015cd","published","","variant_01KVSPZAVZKYRRNKJJXMB3VJH0","Small","PAP-S-a3a2","","","","iitem_01KVSPZAWPMW6JDFZFXQM2G46B","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSR6H141CJWVP91R4T3TD8E","Papaya Vendor Smoke dc9962","published","","variant_01KVSR6H59F57ED9M0GRE24BNJ","Standard","PAP-SMOKE-dc9962","","","","iitem_01KVSR6H6KHPNC0821JPCPC1MS","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWQ57CSJQ1VBVF7BTTYSEDRY","physics book","published","Digital Product","variant_01KWQ57CVG1FJEREF9QRNT7T47","Digital Download","DIGITAL-MR6OHNVO","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVW0YM6H0HYPRV73MKDJZWDX","Pineapple","published","","variant_01KVW0YMR5Q4X2P1H9QVJ0W6XK","Standard","VENDOR-mqrmfj31-1","","","","iitem_01KVW0YMVYW58RRSJKZ7FJYRN1","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVW221QD90ZE1Y069Z8VB2J4","Pineapple","published","","variant_01KVW221YN1BGRD3G66J4KSJTQ","Standard","VENDOR-mqrn4ern-1","","","","iitem_01KVW2220C9AT1QGXQNKS26KGZ","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1","Price Final Test 1783233059658","published","Digital Product","variant_01KWRFJ73R0GTW4SYH780Y9VMY","Digital Download","DIGITAL-MR7EX71Z","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWRFJYDVH2E01NAXMZ1BC03X","Price Final Test 1783233083614","published","Digital Product","variant_01KWRFJYF9BDR9FPY1HPQ8MPHN","Digital Download","DIGITAL-MR7EXPKA","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWRFKBNRBHMEG53DJ52DC9J5","Price Final Test 1783233097213","published","Digital Product","variant_01KWRFKBPZ6ZP38X9D9RB070V3","Digital Download","DIGITAL-MR7EY01E","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWRFMJF9850QWX9Y40BD0K9S","Price Final Test 1783233136935","published","Digital Product","variant_01KWRFMJG30M9AZ7S6PVYNP91W","Digital Download","DIGITAL-MR7EYUOY","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWNTYHP4K6NRYXGCT9FY4SYG","prince product","published","Digital Product","variant_01KWNTYHSJSMRRQVD3MRJ2T4AT","Digital Download","DIGITAL-MR5Y3IKA","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB7DRWS2W3RZ6PEWEJV29","Red Strawberries","published","","variant_01KVSFB7EKARSRMJ14F2T30WPN","Standard","EATSIE-RED-STRAWBERRIES","","","","iitem_01KVSFB7EW3Q4XASG0WPQM2RZV","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB7VJMJVD821ZFVYN9FWV","Red Tomatoes","published","","variant_01KVSFB7WSVC6Y3C0E24ZSP890","Standard","EATSIE-RED-TOMATOES","","","","iitem_01KVSFB7X80FSH06HZW1T8D6Q7","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB913BBP6JV700C09QV5D","Salmon Fillet","published","","variant_01KVSFB92CWGYZ3A6S6EMXP6BE","Standard","EATSIE-SALMON-FILLET","","","","iitem_01KVSFB92N17KMRTN44VXSKXK6","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB8JPGQQ7QE235C4QDZX0","Sourdough Loaf","published","","variant_01KVSFB8K8SQ0PERBD5HNEJE6M","Standard","EATSIE-SOURDOUGH-LOAF","","","","iitem_01KVSFB8KEHC2CK6S93KSD9BRX","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWKVPT51K2TP2M0K8WZ19GSS","ssff","published","Digital Product","variant_01KWKVPT86GTB2DBN1DBT1HN95","Digital Download","DIGITAL-MR4UM6J0","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB7HK2723G4QTVR3DBP0S","Sweet Mangoes","published","","variant_01KVSFB7JCCZ0V3E7Q7JQPAYGW","Standard","EATSIE-SWEET-MANGOES","","","","iitem_01KVSFB7JM9NS0WV62J8AYK269","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVMKJ3951RGTQFDSA1F2Q30Z","Test Organic Honey","published","","variant_01KVMKJ3FGBYCJ3BSJWPV4CWB7","Standard","","","","","iitem_01KVMKJ3GPSTJ2VVSFQ1SF7MY1","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVMZH80DYPEHBAGWRAH68ASH","Test Product 62c6c1fc","published","","variant_01KVMZH82PVD9AVD9VFB1S49QN","Standard","","","","","iitem_01KVMZH83Q70E4XT72PQPBN9GE","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVW5WN2X0EWHYJ4SGGCA7XNP","Thekua","published","","variant_01KVW5WNE5G5M7Z46PKGYH3Y5X","Standard","VENDOR-mqrpiio4-1","","","","iitem_01KVW5WNFWBY9VQPVTSERYHAMW","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVWF8FG3R20YF227VBX4RJKS","Thekua","published","","variant_01KVWF8FWA0H73XJWWDZX63PDD","Standard","VENDOR-mqrvd3ga-1","","","","iitem_01KVWF8FX617NZ29WK8ASR9HG4","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB97WZ9DA9P6VRTKVQAFF","Tuna Steak","published","","variant_01KVSFB992JJ928VFRNB422JQ9","Standard","EATSIE-TUNA-STEAK","","","","iitem_01KVSFB99G7X8XBPWQRDDABR93","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB8V27PTZ08274047AXD9","Turkey Slices","published","","variant_01KVSFB8VPBD68YJKXTHQMNQ8W","Standard","EATSIE-TURKEY-SLICES","","","","iitem_01KVSFB8VW4SW8WE5E5HW8TTCR","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KW1EJCJN58DM4ZHMHQE267VN","USD-Only 1782460265026","published","","variant_01KW1EJCKFF1S0EP2ZCTFFBQNJ","Digital Download","DIGITAL-1782460265041","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KW1EP9W7SQZB996ZV3HJC9NX","USD-Only 1782460393333","published","","variant_01KW1EP9X76KCJ2MTY9PNAK081","Digital Download","DIGITAL-1782460393347","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KW1EYPEBZ45Q74GCD6HTD0RZ","USD-Only 1782460668350","published","","variant_01KW1EYPEV6SS324ESV386FAMQ","Digital Download","DIGITAL-1782460668360","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KWPTVQB38AHNAFD3P8BACJTJ","Verification E-Book","published","","variant_01KWPTVQB33CSNZQ2S45127T3W","Digital Download","DIGITAL-VERIFY","","","","","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB9E75M66XRVS6N0XS6ZW","White Fish Fillet","published","","variant_01KVSFB9F81ZZM6H5SSK61WGBN","Standard","EATSIE-WHITE-FISH-FILLET","","","","iitem_01KVSFB9FJ146WP8TS4ST3QT3A","false","NOT_POS_ELIGIBLE","","","",""
"prod_01KVSFB8ENFV01KZE8AYE46CJB","Whole Wheat Bread","published","","variant_01KVSFB8FGBH5QYY47W48PZY7B","Standard","EATSIE-WHOLE-WHEAT-BREAD","","","","iitem_01KVSFB8FS61D47YJDC04QJ4V7","false","NOT_POS_ELIGIBLE","","","",""
