duplicate_group,product_id,title,handle,created_at,updated_at,status,sales_channel_membership,variant_count,cad_prices,usd_prices,media_count,metadata_summary,order_line_usage_count,recommended_master_product,master_recommendation_reason,approved_master_product_id,approved_duplicate_action
e2e-digital-book,prod_01KWQ0DK5AXAQ4T3FBW1HF6XSM,E2E Digital Book 1783183625341,e2e-digital-book-1783183625341-mr6lhn6l,Sat Jul 04 2026 22:17:05 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:17:05 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_b63982a25b1c97dee4d837000a6321c5-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_b63982a25b1c97dee4d837000a6321c5"",""key"":""asset_b63982a25b1c97dee4d837000a6321c5"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ0EW4FSVV6DB8ZXQ0MP0X4,E2E Digital Book 1783183667294,e2e-digital-book-1783183667294-mr6lijk4,Sat Jul 04 2026 22:17:47 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:17:47 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_823c045e8331f857e8433258ef615257-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_823c045e8331f857e8433258ef615257"",""key"":""asset_823c045e8331f857e8433258ef615257"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ0FGWAANHBB3HHJT0K5MYK,E2E Digital Book 1783183688543,e2e-digital-book-1783183688543-mr6lizyb,Sat Jul 04 2026 22:18:08 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:18:08 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_23ee5d146fdbea7229e8a14a0eebabc0-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_23ee5d146fdbea7229e8a14a0eebabc0"",""key"":""asset_23ee5d146fdbea7229e8a14a0eebabc0"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ19X3DAJNED5GYSJFW1Y2M,E2E Digital Book 1783184553026,e2e-digital-book-1783184553026-mr6m1izr,Sat Jul 04 2026 22:32:33 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:32:33 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_8f6e8495bee418ba371e0db67be39ff7-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_8f6e8495bee418ba371e0db67be39ff7"",""key"":""asset_8f6e8495bee418ba371e0db67be39ff7"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ1BJ50SDZETZMF4PD7QPV1,E2E Digital Book 1783184607341,e2e-digital-book-1783184607341-mr6m2owp,Sat Jul 04 2026 22:33:27 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:33:27 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_6bebd5617a1f1c945620335b02a6da1e-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_6bebd5617a1f1c945620335b02a6da1e"",""key"":""asset_6bebd5617a1f1c945620335b02a6da1e"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ1CWBRAVZFZ759ZEBJ6W8K,E2E Digital Book 1783184650573,e2e-digital-book-1783184650573-mr6m3m9e,Sat Jul 04 2026 22:34:10 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:34:10 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_5fe7e028f51d79d4b884e05dcefae50c-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_5fe7e028f51d79d4b884e05dcefae50c"",""key"":""asset_5fe7e028f51d79d4b884e05dcefae50c"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ1EK1W6P2NWMMY6JHBD1ZV,E2E Digital Book 1783184706575,e2e-digital-book-1783184706575-mr6m4th1,Sat Jul 04 2026 22:35:06 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:35:06 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_abce8dbd92389550c21d3523513fc9bf-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_abce8dbd92389550c21d3523513fc9bf"",""key"":""asset_abce8dbd92389550c21d3523513fc9bf"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ204DYY6BNP9GCKJBYH4WN,E2E Digital Book 1783185281422,e2e-digital-book-1783185281422-mr6mh512,Sat Jul 04 2026 22:44:41 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:44:41 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,99900,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_69ef85394dfc706e5b658817ec5bf08a-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_69ef85394dfc706e5b658817ec5bf08a"",""key"":""asset_69ef85394dfc706e5b658817ec5bf08a"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ21E19635QBYB02ZAF884S,E2E Digital Book 1783185324049,e2e-digital-book-1783185324049-mr6mi1wl,Sat Jul 04 2026 22:45:24 GMT+0530 (India Standard Time),Sat Jul 04 2026 22:45:24 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,999,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_87243d7d18f67c53dda79484746f190d-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_87243d7d18f67c53dda79484746f190d"",""key"":""asset_87243d7d18f67c53dda79484746f190d"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
e2e-digital-book,prod_01KWQ3W56M656QFHSAJVVAFQ7S,E2E Digital Book 1783187248294,e2e-digital-book-1783187248294-mr6nnaoe,Sat Jul 04 2026 23:17:28 GMT+0530 (India Standard Time),Sat Jul 04 2026 23:17:28 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,,0,"{""version"":""1.0.0"",""file_name"":""_test-digital.pdf"",""file_size"":29,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_b682f4d1264b9cfc4cee3c770d697112-_test-digital.pdf"",""download_limit"":5,""download_assets"":[{""id"":""asset_b682f4d1264b9cfc4cee3c770d697112"",""key"":""asset_b682f4d1264b9cfc4cee3c770d697112"",""size"":29,""version"":""1.0.0"",""filename"":""_test-digital.pdf"",""file_name"":""_test-digital.pdf"",""file_size"":29,""mime_type"":""application/pdf"",""storage_ke",,prod_01KWQ05SK0PDA0T4GNHWA0A3MQ,Oldest current record; this is a reporting suggestion only,,
price-final-test,prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,Price Final Test 1783233059658,price-final-test-1783233059658-mr7ex71z,Sun Jul 05 2026 12:00:59 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:00:59 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,,0,"{""source"":""verify-price-final"",""version"":""1.0.0"",""file_name"":""price-final-test.pdf"",""file_size"":118,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_3079da410b383cc242691bfc1b54d69c-price-final-test.pdf"",""download_limit"":5,""digital_product"":true,""download_assets"":[{""id"":""asset_3079da410b383cc242691bfc1b54d69c"",""key"":""asset_3079da410b383cc242691bfc1b54d69c"",""size"":118,""version"":""1.0.0"",""filename"":""price-final-test.pdf"",""file_name"":""price-final",,prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,Oldest current record; this is a reporting suggestion only,,
price-final-test,prod_01KWRFJYDVH2E01NAXMZ1BC03X,Price Final Test 1783233083614,price-final-test-1783233083614-mr7expka,Sun Jul 05 2026 12:01:23 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:01:23 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,,0,"{""source"":""verify-price-final"",""version"":""1.0.0"",""file_name"":""price-final-test.pdf"",""file_size"":118,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_de6e9d313a4e79f269d908499ef183c1-price-final-test.pdf"",""download_limit"":5,""digital_product"":true,""download_assets"":[{""id"":""asset_de6e9d313a4e79f269d908499ef183c1"",""key"":""asset_de6e9d313a4e79f269d908499ef183c1"",""size"":118,""version"":""1.0.0"",""filename"":""price-final-test.pdf"",""file_name"":""price-final",,prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,Oldest current record; this is a reporting suggestion only,,
price-final-test,prod_01KWRFKBNRBHMEG53DJ52DC9J5,Price Final Test 1783233097213,price-final-test-1783233097213-mr7ey01e,Sun Jul 05 2026 12:01:37 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:01:37 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,,0,"{""source"":""verify-price-final"",""version"":""1.0.0"",""file_name"":""price-final-test.pdf"",""file_size"":118,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_8c9740706f662787f1714336c163c1d5-price-final-test.pdf"",""download_limit"":5,""digital_product"":true,""download_assets"":[{""id"":""asset_8c9740706f662787f1714336c163c1d5"",""key"":""asset_8c9740706f662787f1714336c163c1d5"",""size"":118,""version"":""1.0.0"",""filename"":""price-final-test.pdf"",""file_name"":""price-final",,prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,Oldest current record; this is a reporting suggestion only,,
price-final-test,prod_01KWRFMJF9850QWX9Y40BD0K9S,Price Final Test 1783233136935,price-final-test-1783233136935-mr7eyuoy,Sun Jul 05 2026 12:02:17 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:02:17 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,,0,"{""source"":""verify-price-final"",""version"":""1.0.0"",""file_name"":""price-final-test.pdf"",""file_size"":118,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_3c8e3228f92f2c666fd59cbb77a05408-price-final-test.pdf"",""download_limit"":5,""digital_product"":true,""download_assets"":[{""id"":""asset_3c8e3228f92f2c666fd59cbb77a05408"",""key"":""asset_3c8e3228f92f2c666fd59cbb77a05408"",""size"":118,""version"":""1.0.0"",""filename"":""price-final-test.pdf"",""file_name"":""price-final",,prod_01KWRFJ6ZZ0GXXNJ2P4JCGT9T1,Oldest current record; this is a reporting suggestion only,,
currency-test-digital-book,prod_01KWRHFTGWT5PPPV6PDDKGM3AJ,Currency Test Digital Book 1783235078447,currency-test-digital-book-1783235078447-mr7g4gsz,Sun Jul 05 2026 12:34:38 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:34:38 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,1000,0,"{""source"":""verify-currency-digital"",""version"":""1.0.0"",""file_name"":""currency-test.pdf"",""file_size"":118,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_692be533b69bdc373ef6a3bcb1187f9c-currency-test.pdf"",""download_limit"":5,""digital_product"":true,""download_assets"":[{""id"":""asset_692be533b69bdc373ef6a3bcb1187f9c"",""key"":""asset_692be533b69bdc373ef6a3bcb1187f9c"",""size"":118,""version"":""1.0.0"",""filename"":""currency-test.pdf"",""file_name"":""currency-test.p",,prod_01KWRHFTGWT5PPPV6PDDKGM3AJ,Oldest current record; this is a reporting suggestion only,,
currency-test-digital-book,prod_01KWRHGVF51RH6HYB0H5DJ69PJ,Currency Test Digital Book 1783235112181,currency-test-digital-book-1783235112181-mr7g56u6,Sun Jul 05 2026 12:35:12 GMT+0530 (India Standard Time),Sun Jul 05 2026 12:35:12 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,7800,1000,0,"{""source"":""verify-currency-digital"",""version"":""1.0.0"",""file_name"":""currency-test.pdf"",""file_size"":118,""file_type"":""pdf"",""mime_type"":""application/pdf"",""is_digital"":true,""storage_key"":""uploads/digital/asset_866ea234f1607a586e17a802b50ae735-currency-test.pdf"",""download_limit"":5,""digital_product"":true,""download_assets"":[{""id"":""asset_866ea234f1607a586e17a802b50ae735"",""key"":""asset_866ea234f1607a586e17a802b50ae735"",""size"":118,""version"":""1.0.0"",""filename"":""currency-test.pdf"",""file_name"":""currency-test.p",,prod_01KWRHFTGWT5PPPV6PDDKGM3AJ,Oldest current record; this is a reporting suggestion only,,
organic-oil,prod_01KWW0QKYEEXVQEKWXXME70BSX,ORGANIC OIL 20260706205845,organic-oil-20260706205845-mr9dkmgn,Mon Jul 06 2026 20:58:46 GMT+0530 (India Standard Time),Mon Jul 06 2026 20:58:46 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,1000,,1,"{""vendor_id"":""01KWV4V5R2A486M5HHGWWX1MXC"",""vendor_store_name"":""Eatsie Test Vendor""}",,prod_01KWW0QKYEEXVQEKWXXME70BSX,Oldest current record; this is a reporting suggestion only,,
organic-oil,prod_01KWW11N9K4XYTK17K7DKTSBX0,Organic OIL,organic-oil-mr9drod0,Mon Jul 06 2026 21:04:15 GMT+0530 (India Standard Time),Mon Jul 06 2026 21:05:31 GMT+0530 (India Standard Time),published,sc_01KVJF9HK0YY92JES8P7VPZN12,1,2500,,1,"{""vendor_id"":""01KWVC9G2Q5334F0TMQV4YNYSJ"",""vendor_store_name"":""organic canada""}",,prod_01KWW0QKYEEXVQEKWXXME70BSX,Oldest current record; this is a reporting suggestion only,,
